EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,TotalPoss,OpponentPoints,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,OffPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,PenaltyFtPoints,Fg2aBlocked,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,BlockedAtRim,BlockedShortMidRange,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeFGM,AtRimAssists,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3FGM,SecondChanceArc3FGM,SecondChanceFG3M,NonHeaveArc3FGM,Arc3Assists,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,DefShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,PenaltyArc3FGM,PenaltyFG3M,FTOffRebounds,SelfOReb,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,OffFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,PenaltyArc3Accuracy,PenaltyCorner3FGM,SecondChanceFtPoints,LongMidRangeAssists,LostBallSteals,SecondChanceTurnovers,AtRimPctBlocked,LongMidRangePctAssisted,PenaltyCorner3Accuracy,Charge Fouls,SecondChanceCorner3FGA,PtsUnassisted3s,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,DefensiveGoaltends,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,HeaveAttempts,FTDefRebounds,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,LongMidRangePctBlocked,Technical Free Throw Trips,Travels,3SecondViolations,SecondChanceAtRimPctAssisted,3pt And 1 Free Throw Trips,OffensiveGoaltends,Transition Take Fouls Drawn,Corner3PctBlocked,BlockedCorner3,HeaveMakes,team_id,year,season,team_vs
1629014-1629028-1629057-1630166-1630703,1610612757,"Anfernee Simons, Deandre Ayton, Robert Williams III, Deni Avdija, Scoot Henderson","Simons, Ayton, Williams III, Avdija, Henderson",1629014-1629028-1629057-1630166-1630703,POR,23.0,1,-2.0,1.0,1.0,2.0,62.60869565217391,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2025,2024-25,False
1629014-1629028-1629057-1631101-1641739,1610612757,"Anfernee Simons, Deandre Ayton, Robert Williams III, Shaedon Sharpe, Toumani Camara","Simons, Ayton, Williams III, Sharpe, Camara",1629014-1629028-1629057-1631101-1641739,POR,290.0,1,4.0,8.0,16.0,6.0,79.44827586206897,21.125,21.125,5.0,8.0,3.0,6.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,3.0,0.3333333333333333,0.5,1.0,0.2,0.2,0.75,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5555555555555556,0.2,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,15.125,14.375,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,0.3333333333333333,0.5,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.557188888888889,0.5926,0.5220333333333333,0.1,0.2,0.2,0.2,4.15,25.3,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2025,2024-25,False
1629014-1629028-1630166-1630625-1630703,1610612757,"Anfernee Simons, Deandre Ayton, Deni Avdija, Dalano Banton, Scoot Henderson","Simons, Ayton, Avdija, Banton, Henderson",1629014-1629028-1630166-1630625-1630703,POR,229.0,2,-7.0,7.0,14.0,11.0,88.0349344978166,17.428571428571427,14.857142857142858,4.0,7.0,4.0,3.0,,,1.0,,,,,,1.0,,,,,,,,3.0,,,4.0,4.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,2.0,,4.0,2.0,3.0,,3.0,,4.0,2.0,4.0,,,,,,,,,,,,0.4,,0.3333333333333333,,,,0.25,,,,0.16666666666666666,,,,,,,,15.285714285714286,15.285714285714286,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,,,,,,0.3333333333333333,0.36493333333333333,,0.3411,0.4,0.4,,0.5,9.299999999999999,,0.5714285714285714,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2025,2024-25,False
1629014-1629028-1630166-1630625-1631101,1610612757,"Anfernee Simons, Deandre Ayton, Deni Avdija, Dalano Banton, Shaedon Sharpe","Simons, Ayton, Avdija, Banton, Sharpe",1629014-1629028-1630166-1630625-1631101,POR,291.0,2,-7.0,8.0,16.0,18.0,79.17525773195877,16.875,14.75,5.0,8.0,,,,3.0,3.0,,,,,,2.0,1.0,1.0,,,,,4.0,7.0,1.0,1.0,,11.0,,,,,,,,,4.0,4.0,3.0,,,,2.0,1.0,3.0,1.0,,7.0,,,1.0,,1.0,,1.0,2.0,2.0,1.0,,,,,,,,11.0,,,0.5,0.5,1.0,1.0,1.0,0.5714285714285714,,,0.6875,,,0.6875,,,0.125,,,,,0.3333333333333333,,0.25,,,,,,0.3333333333333333,,19.5,19.5,0.375,1.0,1.0,0.25,,,,0.125,1.0,1.0,1.0,,,,,,,,,0.5,0.5640875,,,,,,,7.914285714285714,22.5,,2.0,,1.0,,,,,,,0.14285714285714285,0.5,,,0.25,1.0,2.0,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2025,2024-25,False
1629014-1629028-1630166-1630625-1631133,1610612757,"Anfernee Simons, Deandre Ayton, Deni Avdija, Dalano Banton, Jabari Walker","Simons, Ayton, Avdija, Banton, Walker",1629014-1629028-1630166-1630625-1631133,POR,133.0,1,3.0,6.0,12.0,2.0,129.92481203007517,12.333333333333334,10.333333333333334,2.0,6.0,4.0,,1.0,,,,,,,1.0,1.0,,,,2.0,1.0,,1.0,1.0,1.0,2.0,,5.0,,,1.0,3.0,,,,,2.0,,3.0,,2.0,,1.0,1.0,2.0,,1.0,5.0,1.0,,1.0,1.0,2.0,1.0,3.0,,,1.0,,1.0,1.0,,,,,2.0,,4.0,1.0,1.0,1.0,0.5,0.5,1.0,,,0.8333333333333334,1.5,,0.8333333333333334,1.5,,0.6666666666666666,,,1.0,,0.3333333333333333,1.0,0.5,1.0,,1.0,,0.3333333333333333,,,9.833333333333334,9.5,,,,0.3333333333333333,1.0,1.0,1.0,,,,,0.6666666666666666,,,1.0,,,,,0.6666666666666666,0.5072,,,0.3333333333333333,1.0,0.6,,5.4,26.2,0.6666666666666666,,,,2.0,1.0,4.0,4.0,,,,,0.5,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2025,2024-25,False
1629014-1629028-1630166-1630625-1631200,1610612757,"Anfernee Simons, Deandre Ayton, Deni Avdija, Dalano Banton, Kris Murray","Simons, Ayton, Avdija, Banton, Murray",1629014-1629028-1630166-1630625-1631200,POR,67.0,1,1.0,3.0,6.0,4.0,128.955223880597,14.0,13.333333333333334,1.0,3.0,,3.0,,,,,,,,,,1.0,2.0,,,,,,,1.0,2.0,2.0,5.0,,,,,,,,,,,3.0,,,,,1.0,1.0,1.0,,3.0,,,,,,,,2.0,2.0,1.0,,2.0,1.0,,,,,5.0,,,,,1.0,0.5,0.5,,,,0.75,,,0.8333333333333334,,,1.0,,,,,,,,,,,,,,,8.333333333333334,8.333333333333334,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,1.0,0.605175,,,0.3333333333333333,1.0,,,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2025,2024-25,False
1629014-1629028-1630166-1630625-1641739,1610612757,"Anfernee Simons, Deandre Ayton, Deni Avdija, Dalano Banton, Toumani Camara","Simons, Ayton, Avdija, Banton, Camara",1629014-1629028-1630166-1630625-1641739,POR,698.0,3,20.0,22.0,46.0,17.0,94.89971346704871,14.909090909090908,14.772727272727273,12.0,24.0,5.0,3.0,5.0,6.0,9.0,2.0,3.0,1.0,2.0,5.0,7.0,3.0,4.0,,5.0,1.0,1.0,11.0,16.0,4.0,9.0,3.0,37.0,3.0,4.0,1.0,6.0,2.0,3.0,1.0,9.0,12.0,10.0,12.0,4.0,5.0,,6.0,4.0,10.0,3.0,2.0,24.0,1.0,3.0,5.0,4.0,9.0,5.0,14.0,,1.0,5.0,1.0,4.0,1.0,2.0,,2.0,2.0,31.0,9.0,5.0,0.5454545454545454,0.6666666666666666,1.0,0.4444444444444444,0.4444444444444444,0.6875,0.75,0.6666666666666666,0.68,0.6,0.875,0.6851851851851852,0.6,0.9,0.36,,,0.8,0.6,1.0,0.2,0.9,0.4,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,15.416666666666666,14.083333333333334,0.36,0.6666666666666666,0.6666666666666666,0.28,0.7142857142857143,0.7142857142857143,0.4,0.16,0.75,0.75,1.0,0.2,0.6,0.6666666666666666,0.2,0.5,0.5,,0.25,0.72,0.56675,0.5112125,0.5521625,0.038461538461538464,0.058823529411764705,0.16216216216216217,0.24324324324324326,3.50625,24.48888888888889,0.20833333333333334,,2.0,,2.0,,2.0,,1.0,1.0,,,1.0,1.0,,,4.0,0.6666666666666666,,,1.0,,,1.0,1.0,2.0,2.0,,,,2.0,,,0.5,0.2,0.2,1.0,,,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2025,2024-25,False
1629014-1629028-1630166-1630703-1631101,1610612757,"Anfernee Simons, Deandre Ayton, Deni Avdija, Scoot Henderson, Shaedon Sharpe","Simons, Ayton, Avdija, Henderson, Sharpe",1629014-1629028-1630166-1630703-1631101,POR,606.0,3,,18.0,36.0,22.0,85.54455445544555,16.88888888888889,14.333333333333334,10.0,18.0,9.0,3.0,3.0,3.0,5.0,,,1.0,1.0,3.0,6.0,1.0,1.0,1.0,5.0,,3.0,7.0,12.0,1.0,6.0,5.0,22.0,1.0,1.0,,4.0,3.0,4.0,4.0,13.0,6.0,8.0,3.0,,5.0,,3.0,1.0,4.0,1.0,,9.0,2.0,1.0,4.0,2.0,6.0,3.0,9.0,2.0,4.0,5.0,,6.0,3.0,1.0,,1.0,,18.0,13.0,9.0,0.42857142857142855,0.42857142857142855,1.0,0.16666666666666666,0.16666666666666666,0.5833333333333334,1.0,0.75,0.4722222222222222,1.0,0.5625,0.5238095238095238,1.0,0.65,0.3333333333333333,,,0.4,0.25,0.6666666666666666,0.4,0.5454545454545454,0.3333333333333333,,0.4,1.0,0.6,1.0,,16.77777777777778,16.38888888888889,0.2777777777777778,0.6,0.75,0.3333333333333333,0.5,0.6,,0.05555555555555555,1.0,1.0,1.0,0.2777777777777778,,,,0.125,1.0,0.125,0.375,0.6111111111111112,0.5411916666666667,0.3368,0.520775,0.14285714285714285,0.2,0.18181818181818182,0.5909090909090909,6.266666666666667,26.5,0.5,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.16666666666666666,0.16666666666666666,1.0,,0.05555555555555555,1.0,2.0,0.6666666666666666,1.0,1.0,,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,1.0,,,,,0.25,,0.5,,,1.0,2.0,1.0,1.0,1.0,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2025,2024-25,False
1629014-1629028-1630166-1630703-1631133,1610612757,"Anfernee Simons, Deandre Ayton, Deni Avdija, Scoot Henderson, Jabari Walker","Simons, Ayton, Avdija, Henderson, Walker",1629014-1629028-1630166-1630703-1631133,POR,61.0,1,1.0,3.0,5.0,1.0,118.03278688524591,12.333333333333334,12.333333333333334,1.0,2.0,,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,2.0,,,,,,,,,2.0,,,,1.0,,1.0,,1.0,,,2.0,,,1.0,1.0,2.0,,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,2.0,,,1.0,1.0,,,,1.0,,,0.5,,,0.5,,,0.5,,,1.0,,1.0,,1.0,,,,,,1.0,1.0,12.0,12.0,0.5,1.0,1.0,,,,,,,,,0.5,,,,,,,,1.0,0.5736,,,,,,,2.0,30.0,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2025,2024-25,False
1629014-1629028-1630166-1630703-1631200,1610612757,"Anfernee Simons, Deandre Ayton, Deni Avdija, Scoot Henderson, Kris Murray","Simons, Ayton, Avdija, Henderson, Murray",1629014-1629028-1630166-1630703-1631200,POR,381.0,3,-1.0,14.0,29.0,15.0,109.60629921259843,11.857142857142858,11.357142857142858,6.0,15.0,3.0,4.0,4.0,1.0,2.0,,1.0,,,2.0,6.0,1.0,1.0,,4.0,,,3.0,9.0,1.0,5.0,5.0,14.0,1.0,4.0,,2.0,,,,1.0,4.0,2.0,3.0,,4.0,,2.0,1.0,3.0,1.0,1.0,7.0,1.0,3.0,4.0,2.0,6.0,5.0,11.0,3.0,5.0,4.0,,6.0,3.0,,,,,12.0,1.0,3.0,0.6666666666666666,0.6666666666666666,1.0,0.2,0.2,0.3333333333333333,0.25,,0.32142857142857145,0.25,,0.4375,0.25,0.5,0.35714285714285715,,,0.6666666666666666,0.5,1.0,0.25,0.8571428571428571,0.4,1.0,0.25,1.0,1.0,1.0,,14.333333333333334,12.2,0.14285714285714285,0.5,1.0,0.42857142857142855,0.3333333333333333,0.4,0.5,0.07142857142857142,1.0,1.0,1.0,0.2857142857142857,0.25,,,,,,,0.5,0.5065464285714285,0.49056666666666665,,0.2,0.3,0.14285714285714285,0.07142857142857142,7.866666666666666,25.380000000000003,0.2,1.0,1.0,2.0,3.0,1.0,4.0,3.0,,,0.2222222222222222,0.16666666666666666,0.75,,0.07142857142857142,,1.0,1.0,,,,,,,,2.0,2.0,,1.0,,2.0,2.0,,0.5,,,,,,,,,1.0,,1.0,1.0,,1.0,0.5,,,,,,,1.0,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2025,2024-25,False
